Root	Category	Name	TunerType	DiseqC	LNB-Selection	LNB	Frequency	Polarity	Symbolrate	FEC	APID	VPID	PMTPID	PCRPID	AC3	TelePID	SID	StreamID	Encrypted	NetworkID	SatModulation	SatModulationSystem	Group	Language	AudioChannel	EPGFlag	Volume	OrbitalPos	DiSEqCValue	SubStreamID	URL
Astra FTA 28.2°E	10714 H	Channel 4 (eng)	1	0	0	9750	10714	h	22000	3	2316	2315	256	2315	0	2318	9211	2041	24	2	1	0	0	eng	0	0	0	282	0	-1	
Astra FTA 28.2°E	10714 H	Channel 4 (NAR)	1	0	0	9750	10714	h	22000	3	2317	2315	256	2315	0	2318	9211	2041	152	2	1	0	0	NAR	0	0	0	282	0	-1	
Astra FTA 28.2°E	10714 H	Channel 4 (eng)	1	0	0	9750	10714	h	22000	3	2328	2327	257	2327	0	2329	9212	2041	24	2	1	0	0	eng	0	0	0	282	0	-1	
Astra FTA 28.2°E	10714 H	Channel 4 (NAR)	1	0	0	9750	10714	h	22000	3	2313	2327	257	2327	0	2329	9212	2041	152	2	1	0	0	NAR	0	0	0	282	0	-1	
Astra FTA 28.2°E	10714 H	Channel 4 (eng)	1	0	0	9750	10714	h	22000	3	2333	2332	258	2332	0	2334	9213	2041	24	2	1	0	0	eng	0	0	0	282	0	-1	
Astra FTA 28.2°E	10714 H	Channel 4 (NAR)	1	0	0	9750	10714	h	22000	3	2320	2332	258	2332	0	2334	9213	2041	152	2	1	0	0	NAR	0	0	0	282	0	-1	
Astra FTA 28.2°E	10714 H	Channel 4 (eng)	1	0	0	9750	10714	h	22000	3	2338	2337	259	2337	0	2339	9214	2041	24	2	1	0	0	eng	0	0	0	282	0	-1	
Astra FTA 28.2°E	10714 H	Channel 4 (NAR)	1	0	0	9750	10714	h	22000	3	2342	2337	259	2337	0	2339	9214	2041	152	2	1	0	0	NAR	0	0	0	282	0	-1	
Astra FTA 28.2°E	10714 H	Channel 4 (eng)	1	0	0	9750	10714	h	22000	3	2348	2347	261	2347	0	2349	9216	2041	24	2	1	0	0	eng	0	0	0	282	0	-1	
Astra FTA 28.2°E	10714 H	Channel 4 (NAR)	1	0	0	9750	10714	h	22000	3	2343	2347	261	2347	0	2349	9216	2041	152	2	1	0	0	NAR	0	0	0	282	0	-1	
Astra FTA 28.2°E	10714 H	Film4 (eng)	1	0	0	9750	10714	h	22000	3	2354	2353	266	2353	0	2356	9220	2041	24	2	1	0	0	eng	0	0	0	282	0	-1	
Astra FTA 28.2°E	10714 H	Film4 (NAR)	1	0	0	9750	10714	h	22000	3	2355	2353	266	2353	0	2356	9220	2041	152	2	1	0	0	NAR	0	0	0	282	0	-1	
Astra FTA 28.2°E	10714 H	E4 (eng)	1	0	0	9750	10714	h	22000	3	2373	2372	263	2372	0	2375	9241	2041	24	2	1	0	0	eng	0	0	0	282	0	-1	
Astra FTA 28.2°E	10714 H	E4 (NAR)	1	0	0	9750	10714	h	22000	3	2374	2372	263	2372	0	2375	9241	2041	152	2	1	0	0	NAR	0	0	0	282	0	-1	
Astra FTA 28.2°E	10714 H	c4 l	1	0	0	9750	10714	h	22000	3	2316	2315	262	2315	0	2318	9281	2041	24	2	1	0	0	eng	0	0	0	282	0	-1	
Astra FTA 28.2°E	10714 H	More4+1 (eng)	1	0	0	9750	10714	h	22000	3	2368	2367	264	2367	0	2370	9230	2041	24	2	1	0	0	eng	0	0	0	282	0	-1	
Astra FTA 28.2°E	10714 H	More4+1 (NAR)	1	0	0	9750	10714	h	22000	3	2369	2367	264	2367	0	2370	9230	2041	152	2	1	0	0	NAR	0	0	0	282	0	-1	
Astra FTA 28.2°E	10788 V	BBC One Wales	1	0	0	9750	10788	v	22000	3	5601	5600	263	5600	0	5603	10311	2046	24	2	1	0	0	eng	0	0	0	282	0	-1	
Astra FTA 28.2°E	10788 V	BBC Two Wales	1	0	0	9750	10788	v	22000	3	5701	5700	264	5700	0	5703	10312	2046	24	2	1	0	0	eng	0	0	0	282	0	-1	
Astra FTA 28.2°E	10788 V	BBC Parliament	1	0	0	9750	10788	v	22000	3	5101	5100	258	5100	0	5103	10307	2046	24	2	1	0	0	eng	0	0	0	282	0	-1	
Astra FTA 28.2°E	10788 V	BBC One W Mid	1	0	0	9750	10788	v	22000	3	5001	5000	256	5000	0	5002	10301	2046	24	2	1	0	0	eng	0	0	0	282	0	-1	
Astra FTA 28.2°E	10788 V	BBC One Yk&Li	1	0	0	9750	10788	v	22000	3	5201	5200	265	5200	0	5202	10303	2046	24	2	1	0	0	eng	0	0	0	282	0	-1	
Astra FTA 28.2°E	10788 V	BBC One E Mid	1	0	0	9750	10788	v	22000	3	5402	5401	260	5401	0	5403	10305	2046	24	2	1	0	0	eng	0	0	0	282	0	-1	
Astra FTA 28.2°E	10788 V	BBC One East E	1	0	0	9750	10788	v	22000	3	5501	5500	261	5500	0	5502	10306	2046	24	2	1	0	0	eng	0	0	0	282	0	-1	
Astra FTA 28.2°E	10788 V	ETV5	1	0	0	9750	10788	v	22000	3	5001	5000	262	5000	0	5002	10321	2046	24	2	1	0	0	eng	0	0	0	282	0	-1	
Astra FTA 28.2°E	10802.75 H	BBC Scotland (eng)	1	0	0	9750	10803	h	22000	3	5101	5100	272	5100	0	5103	6420	2047	24	2	1	0	0	eng	0	0	0	282	0	-1	
Astra FTA 28.2°E	10802.75 H	BBC Scotland (NAR)	1	0	0	9750	10803	h	22000	3	5102	5100	272	5100	0	5103	6420	2047	152	2	1	0	0	NAR	0	0	0	282	0	-1	
Astra FTA 28.2°E	10802.75 H	BBC One Scot	1	0	0	9750	10803	h	22000	3	5001	5000	261	5000	0	5003	6421	2047	24	2	1	0	0	eng	0	0	0	282	0	-1	
Astra FTA 28.2°E	10802.75 H	BBC ALBA	1	0	0	9750	10803	h	22000	3	5201	5200	257	5200	0	0	6423	2047	24	2	1	0	0	gla	0	0	0	282	0	-1	
Astra FTA 28.2°E	10802.75 H	BBC ALBA	1	0	0	9750	10803	h	22000	3	5206	5200	266	5200	0	0	6424	2047	24	2	1	0	0	eng	0	0	0	282	0	-1	
Astra FTA 28.2°E	10802.75 H	BBC One N West	1	0	0	9750	10803	h	22000	3	5701	5700	268	5700	0	5703	6441	2047	24	2	1	0	0	eng	0	0	0	282	0	-1	
Astra FTA 28.2°E	10802.75 H	BBC One Yorks	1	0	0	9750	10803	h	22000	3	5801	5800	269	5800	0	5803	6451	2047	24	2	1	0	0	eng	0	0	0	282	0	-1	
Astra FTA 28.2°E	10802.75 H	BBC One S East	1	0	0	9750	10803	h	22000	3	5901	5900	270	5900	0	5903	6461	2047	24	2	1	0	0	eng	0	0	0	282	0	-1	
Astra FTA 28.2°E	10802.75 H	BBC One NE&C	1	0	0	9750	10803	h	22000	3	5601	5600	256	5600	0	5603	6471	2047	24	2	1	0	0	eng	0	0	0	282	0	-1	
Astra FTA 28.2°E	10817.5 V	BBC One NI	1	0	0	9750	10818	v	22000	3	5601	5600	263	5600	0	5603	10361	2048	24	2	1	0	0	eng	0	0	0	282	0	-1	
Astra FTA 28.2°E	10817.5 V	BBC NEWS	1	0	0	9750	10818	v	22000	3	5101	5100	256	5100	0	5103	10358	2048	24	2	1	0	0	eng	0	0	0	282	0	-1	
Astra FTA 28.2°E	10817.5 V	BBC Two NI	1	0	0	9750	10818	v	22000	3	5701	5700	264	5700	0	5703	10362	2048	24	2	1	0	0	eng	0	0	0	282	0	-1	
Astra FTA 28.2°E	10817.5 V	CBBC (eng)	1	0	0	9750	10818	v	22000	3	5401	5400	266	5400	0	5403	10352	2048	24	2	1	0	0	eng	0	0	0	282	0	-1	
Astra FTA 28.2°E	10817.5 V	CBBC (NAR)	1	0	0	9750	10818	v	22000	3	5402	5400	266	5400	0	5403	10352	2048	152	2	1	0	0	NAR	0	0	0	282	0	-1	
Astra FTA 28.2°E	10817.5 V	BBC One South	1	0	0	9750	10818	v	22000	3	5201	5200	258	5200	0	5202	10353	2048	24	2	1	0	0	eng	0	0	0	282	0	-1	
Astra FTA 28.2°E	10817.5 V	BBC One S West	1	0	0	9750	10818	v	22000	3	5301	5300	259	5300	0	5302	10354	2048	24	2	1	0	0	eng	0	0	0	282	0	-1	
Astra FTA 28.2°E	10817.5 V	BBC One Oxford	1	0	0	9750	10818	v	22000	3	5501	5500	261	5500	0	5502	10356	2048	24	2	1	0	0	eng	0	0	0	282	0	-1	
Astra FTA 28.2°E	10817.5 V	ETV6	1	0	0	9750	10818	v	22000	3	5201	5200	262	5200	0	5202	10371	2048	24	2	1	0	0	eng	0	0	0	282	0	-1	
Astra FTA 28.2°E	10847 V	BBC Two HD (AC3,eng)	1	0	0	9750	10847	v	23000	2	5501	5500	258	5500	17	5503	6940	2050	24	2	14	1	0	eng	0	0	0	282	0	-1	
Astra FTA 28.2°E	10847 V	BBC Two HD (NAR)	1	0	0	9750	10847	v	23000	2	5502	5500	258	5500	16	5503	6940	2050	152	2	14	1	0	NAR	0	0	0	282	0	-1	
Astra FTA 28.2°E	10847 V	BBC One HD (AC3,eng)	1	0	0	9750	10847	v	23000	2	5401	5400	260	5400	17	5403	6941	2050	24	2	14	1	0	eng	0	0	0	282	0	-1	
Astra FTA 28.2°E	10847 V	BBC One HD (NAR)	1	0	0	9750	10847	v	23000	2	5402	5400	260	5400	16	5403	6941	2050	152	2	14	1	0	NAR	0	0	0	282	0	-1	
Astra FTA 28.2°E	10847 V	CBBC HD (AC3,eng)	1	0	0	9750	10847	v	23000	2	5601	5600	264	5600	17	5603	6952	2050	24	2	14	1	0	eng	0	0	0	282	0	-1	
Astra FTA 28.2°E	10847 V	CBBC HD (NAR)	1	0	0	9750	10847	v	23000	2	5602	5600	264	5600	16	5603	6952	2050	152	2	14	1	0	NAR	0	0	0	282	0	-1	
Astra FTA 28.2°E	10847 V	6945 (AC3,eng)	1	0	0	9750	10847	v	23000	2	5401	5400	259	5400	17	5403	6945	2050	24	2	14	1	0	eng	0	0	0	282	0	-1	
Astra FTA 28.2°E	10847 V	6945 (NAR)	1	0	0	9750	10847	v	23000	2	5402	5400	259	5400	16	5403	6945	2050	152	2	14	1	0	NAR	0	0	0	282	0	-1	
Astra FTA 28.2°E	10847 V	BBC One NI HD	1	0	0	9750	10847	v	23000	2	5301	5300	256	5300	17	5302	6943	2050	24	2	14	1	0	eng	0	0	0	282	0	-1	
Astra FTA 28.2°E	10847 V	BBC Two Wal HD	1	0	0	9750	10847	v	23000	2	5701	5700	266	5700	17	5703	6912	2050	24	2	14	1	0	eng	0	0	0	282	0	-1	
Astra FTA 28.2°E	10891.25 H	ITV (eng)	1	0	0	9750	10891	h	22000	3	2322	2321	268	2321	0	2323	10121	2053	24	2	1	0	0	eng	0	0	0	282	0	-1	
Astra FTA 28.2°E	10891.25 H	ITV (NAR)	1	0	0	9750	10891	h	22000	3	2325	2321	268	2321	0	2323	10121	2053	152	2	1	0	0	NAR	0	0	0	282	0	-1	
Astra FTA 28.2°E	10891.25 H	ITV (eng)	1	0	0	9750	10891	h	22000	3	3345	3344	266	3344	0	2380	10150	2053	24	2	1	0	0	eng	0	0	0	282	0	-1	
Astra FTA 28.2°E	10891.25 H	ITV (NAR)	1	0	0	9750	10891	h	22000	3	3346	3344	266	3344	0	2380	10150	2053	152	2	1	0	0	NAR	0	0	0	282	0	-1	
Astra FTA 28.2°E	10891.25 H	ITV+1	1	0	0	9750	10891	h	22000	3	2359	2358	270	2358	0	2360	10145	2053	24	2	1	0	0	eng	0	0	0	282	0	-1	
Astra FTA 28.2°E	10891.25 H	ITV+1 (eng)	1	0	0	9750	10891	h	22000	3	2363	2362	271	2362	0	2365	10155	2053	24	2	1	0	0	eng	0	0	0	282	0	-1	
Astra FTA 28.2°E	10891.25 H	ITV+1 (NAR)	1	0	0	9750	10891	h	22000	3	2364	2362	271	2362	0	2365	10155	2053	152	2	1	0	0	NAR	0	0	0	282	0	-1	
Astra FTA 28.2°E	10891.25 H	ITV2+1 (eng)	1	0	0	9750	10891	h	22000	3	3353	3352	265	3352	0	2392	10165	2053	24	2	1	0	0	eng	0	0	0	282	0	-1	
Astra FTA 28.2°E	10891.25 H	ITV2+1 (NAR)	1	0	0	9750	10891	h	22000	3	3354	3352	265	3352	0	2392	10165	2053	152	2	1	0	0	NAR	0	0	0	282	0	-1	
Astra FTA 28.2°E	10891.25 H	UTV (eng)	1	0	0	9750	10891	h	22000	3	2331	2332	258	2332	0	2333	10132	2053	24	2	1	0	0	eng	0	0	0	282	0	-1	
Astra FTA 28.2°E	10891.25 H	UTV (NAR)	1	0	0	9750	10891	h	22000	3	2335	2332	258	2332	0	2333	10132	2053	152	2	1	0	0	NAR	0	0	0	282	0	-1	
Astra FTA 28.2°E	10891.25 H	ITV3 (eng)	1	0	0	9750	10891	h	22000	3	2370	2374	260	2374	0	2372	10163	2053	24	2	1	0	0	eng	0	0	0	282	0	-1	
Astra FTA 28.2°E	10891.25 H	ITV3 (NAR)	1	0	0	9750	10891	h	22000	3	2371	2374	260	2374	0	2372	10163	2053	152	2	1	0	0	NAR	0	0	0	282	0	-1	
Astra FTA 28.2°E	10906 V	ITV (eng)	1	0	0	9750	10906	v	22000	3	3329	3328	256	3328	0	2314	10200	2054	24	2	1	0	0	eng	0	0	0	282	0	-1	
Astra FTA 28.2°E	10906 V	ITV (NAR)	1	0	0	9750	10906	v	22000	3	2309	3328	256	3328	0	2314	10200	2054	152	2	1	0	0	NAR	0	0	0	282	0	-1	
Astra FTA 28.2°E	10906 V	STV (eng)	1	0	0	9750	10906	v	22000	3	3333	3332	257	3332	0	2333	10210	2054	24	2	1	0	0	eng	0	0	0	282	0	-1	
Astra FTA 28.2°E	10906 V	STV (NAR)	1	0	0	9750	10906	v	22000	3	3334	3332	257	3332	0	2333	10210	2054	152	2	1	0	0	NAR	0	0	0	282	0	-1	
Astra FTA 28.2°E	10906 V	STV (eng)	1	0	0	9750	10906	v	22000	3	3337	3336	258	3336	0	2340	10220	2054	24	2	1	0	0	eng	0	0	0	282	0	-1	
Astra FTA 28.2°E	10906 V	STV (NAR)	1	0	0	9750	10906	v	22000	3	3338	3336	258	3336	0	2340	10220	2054	152	2	1	0	0	NAR	0	0	0	282	0	-1	
Astra FTA 28.2°E	10906 V	ITV3+1 (eng)	1	0	0	9750	10906	v	22000	3	3353	3352	261	3352	0	2361	10261	2054	24	2	1	0	0	eng	0	0	0	282	0	-1	
Astra FTA 28.2°E	10906 V	ITV3+1 (NAR)	1	0	0	9750	10906	v	22000	3	3354	3352	261	3352	0	2361	10261	2054	152	2	1	0	0	NAR	0	0	0	282	0	-1	
Astra FTA 28.2°E	10906 V	STV (eng)	1	0	0	9750	10906	v	22000	3	2375	2374	267	2374	0	2377	10225	2054	24	2	1	0	0	eng	0	0	0	282	0	-1	
Astra FTA 28.2°E	10906 V	STV (NAR)	1	0	0	9750	10906	v	22000	3	2376	2374	267	2374	0	2377	10225	2054	152	2	1	0	0	NAR	0	0	0	282	0	-1	
Astra FTA 28.2°E	10906 V	ITV+1	1	0	0	9750	10906	v	22000	3	2380	2379	268	2379	0	2381	10255	2054	24	2	1	0	0	eng	0	0	0	282	0	-1	
Astra FTA 28.2°E	10906 V	STV (eng)	1	0	0	9750	10906	v	22000	3	3341	3340	263	3340	0	2388	10221	2054	24	2	1	0	0	eng	0	0	0	282	0	-1	
Astra FTA 28.2°E	10906 V	STV (NAR)	1	0	0	9750	10906	v	22000	3	3342	3340	263	3340	0	2388	10221	2054	152	2	1	0	0	NAR	0	0	0	282	0	-1	
Astra FTA 28.2°E	10906 V	ITV4+1 (eng)	1	0	0	9750	10906	v	22000	3	2320	2319	259	2319	0	2321	10245	2054	24	2	1	0	0	eng	0	0	0	282	0	-1	
Astra FTA 28.2°E	10906 V	ITV4+1 (NAR)	1	0	0	9750	10906	v	22000	3	2322	2319	259	2319	0	2321	10245	2054	152	2	1	0	0	NAR	0	0	0	282	0	-1	
Astra FTA 28.2°E	10936 V	Channel 4 (eng)	1	0	0	9750	10936	v	22000	3	2327	2315	269	2315	0	2328	8320	2056	24	2	1	0	0	eng	0	0	0	282	0	-1	
Astra FTA 28.2°E	10936 V	Channel 4 (NAR)	1	0	0	9750	10936	v	22000	3	2330	2315	269	2315	0	2328	8320	2056	152	2	1	0	0	NAR	0	0	0	282	0	-1	
Astra FTA 28.2°E	10936 V	Film4+1 (eng)	1	0	0	9750	10936	v	22000	3	2355	2354	262	2354	0	2357	8341	2056	24	2	1	0	0	eng	0	0	0	282	0	-1	
Astra FTA 28.2°E	10936 V	Film4+1 (NAR)	1	0	0	9750	10936	v	22000	3	2356	2354	262	2354	0	2357	8341	2056	152	2	1	0	0	NAR	0	0	0	282	0	-1	
Astra FTA 28.2°E	10936 V	Channel 4+1 (eng)	1	0	0	9750	10936	v	22000	3	2317	2316	257	2316	0	2319	8311	2056	24	2	1	0	0	eng	0	0	0	282	0	-1	
Astra FTA 28.2°E	10936 V	Channel 4+1 (NAR)	1	0	0	9750	10936	v	22000	3	2318	2316	257	2316	0	2319	8311	2056	152	2	1	0	0	NAR	0	0	0	282	0	-1	
Astra FTA 28.2°E	10936 V	Channel 4+1 (eng)	1	0	0	9750	10936	v	22000	3	2323	2322	258	2322	0	2324	8312	2056	24	2	1	0	0	eng	0	0	0	282	0	-1	
Astra FTA 28.2°E	10936 V	Channel 4+1 (NAR)	1	0	0	9750	10936	v	22000	3	2309	2322	258	2322	0	2324	8312	2056	152	2	1	0	0	NAR	0	0	0	282	0	-1	
Astra FTA 28.2°E	10936 V	Channel 4+1 (eng)	1	0	0	9750	10936	v	22000	3	2333	2332	263	2332	0	2334	8314	2056	24	2	1	0	0	eng	0	0	0	282	0	-1	
Astra FTA 28.2°E	10936 V	Channel 4+1 (NAR)	1	0	0	9750	10936	v	22000	3	2337	2332	263	2332	0	2334	8314	2056	152	2	1	0	0	NAR	0	0	0	282	0	-1	
Astra FTA 28.2°E	10936 V	Channel 4+1 (eng)	1	0	0	9750	10936	v	22000	3	2343	2342	266	2342	0	2344	8316	2056	24	2	1	0	0	eng	0	0	0	282	0	-1	
Astra FTA 28.2°E	10936 V	Channel 4+1 (NAR)	1	0	0	9750	10936	v	22000	3	2338	2342	266	2342	0	2344	8316	2056	152	2	1	0	0	NAR	0	0	0	282	0	-1	
Astra FTA 28.2°E	10936 V	E4+1 (eng)	1	0	0	9750	10936	v	22000	3	2348	2347	256	2347	0	2350	8300	2056	24	2	1	0	0	eng	0	0	0	282	0	-1	
Astra FTA 28.2°E	10936 V	E4+1 (NAR)	1	0	0	9750	10936	v	22000	3	2349	2347	256	2347	0	2350	8300	2056	152	2	1	0	0	NAR	0	0	0	282	0	-1	
Astra FTA 28.2°E	10936 V	More4 (eng)	1	0	0	9750	10936	v	22000	3	2360	2359	268	2359	0	2362	8340	2056	24	2	1	0	0	eng	0	0	0	282	0	-1	
Astra FTA 28.2°E	10936 V	More4 (NAR)	1	0	0	9750	10936	v	22000	3	2361	2359	268	2359	0	2362	8340	2056	152	2	1	0	0	NAR	0	0	0	282	0	-1	
Astra FTA 28.2°E	10964.25 H	Paramount (eng)	1	0	0	9750	10964	h	22000	3	2361	2360	268	2360	0	2363	7760	2057	24	2	1	0	0	eng	0	0	0	282	0	-1	
Astra FTA 28.2°E	10964.25 H	Paramount (NAR)	1	0	0	9750	10964	h	22000	3	2362	2360	268	2360	0	2363	7760	2057	152	2	1	0	0	NAR	0	0	0	282	0	-1	
Astra FTA 28.2°E	10964.25 H	Channel 5 (eng)	1	0	0	9750	10964	h	22000	3	2347	2346	267	2346	0	2349	7701	2057	24	2	1	0	0	eng	0	0	0	282	0	-1	
Astra FTA 28.2°E	10964.25 H	Channel 5 (NAR)	1	0	0	9750	10964	h	22000	3	2348	2346	267	2346	0	2349	7701	2057	152	2	1	0	0	NAR	0	0	0	282	0	-1	
Astra FTA 28.2°E	10964.25 H	Channel 5+1 (eng)	1	0	0	9750	10964	h	22000	3	2322	2321	262	2321	0	2324	7720	2057	24	2	1	0	0	eng	0	0	0	282	0	-1	
Astra FTA 28.2°E	10964.25 H	Channel 5+1 (NAR)	1	0	0	9750	10964	h	22000	3	2323	2321	262	2321	0	2324	7720	2057	152	2	1	0	0	NAR	0	0	0	282	0	-1	
Astra FTA 28.2°E	10964.25 H	5 USA (eng)	1	0	0	9750	10964	h	22000	3	2326	2325	258	2325	0	2328	7710	2057	24	2	1	0	0	eng	0	0	0	282	0	-1	
Astra FTA 28.2°E	10964.25 H	5 USA (NAR)	1	0	0	9750	10964	h	22000	3	2327	2325	258	2325	0	2328	7710	2057	152	2	1	0	0	NAR	0	0	0	282	0	-1	
Astra FTA 28.2°E	10964.25 H	5STAR (eng)	1	0	0	9750	10964	h	22000	3	2330	2329	260	2329	0	2332	7715	2057	24	2	1	0	0	eng	0	0	0	282	0	-1	
Astra FTA 28.2°E	10964.25 H	5STAR (NAR)	1	0	0	9750	10964	h	22000	3	2331	2329	260	2329	0	2332	7715	2057	152	2	1	0	0	NAR	0	0	0	282	0	-1	
Astra FTA 28.2°E	10964.25 H	5STAR+1 (eng)	1	0	0	9750	10964	h	22000	3	2342	2341	256	2341	0	2344	7717	2057	24	2	1	0	0	eng	0	0	0	282	0	-1	
Astra FTA 28.2°E	10964.25 H	5STAR+1 (NAR)	1	0	0	9750	10964	h	22000	3	2343	2341	256	2341	0	2344	7717	2057	152	2	1	0	0	NAR	0	0	0	282	0	-1	
Astra FTA 28.2°E	10964.25 H	5USA+1 (eng)	1	0	0	9750	10964	h	22000	3	2334	2333	259	2333	0	2335	7711	2057	24	2	1	0	0	eng	0	0	0	282	0	-1	
Astra FTA 28.2°E	10964.25 H	5USA+1 (NAR)	1	0	0	9750	10964	h	22000	3	2336	2333	259	2333	0	2335	7711	2057	152	2	1	0	0	NAR	0	0	0	282	0	-1	
Astra FTA 28.2°E	10964.25 H	5SELECT (eng)	1	0	0	9750	10964	h	22000	3	2338	2337	261	2337	0	2339	7716	2057	24	2	1	0	0	eng	0	0	0	282	0	-1	
Astra FTA 28.2°E	10964.25 H	5SELECT (NAR)	1	0	0	9750	10964	h	22000	3	2340	2337	261	2337	0	2339	7716	2057	152	2	1	0	0	NAR	0	0	0	282	0	-1	
Astra FTA 28.2°E	10964.25 H	Channel 5 HD (AC3,eng)	1	0	0	9750	10964	h	22000	3	2306	2305	257	2305	17	2308	7750	2057	24	2	1	0	0	eng	0	0	0	282	0	-1	
Astra FTA 28.2°E	10964.25 H	Channel 5 HD (NAR)	1	0	0	9750	10964	h	22000	3	2307	2305	257	2305	16	2308	7750	2057	152	2	1	0	0	NAR	0	0	0	282	0	-1	
Astra FTA 28.2°E	11023.25 H	BBCScotlandHD (AC3,eng)	1	0	0	9750	11023	h	23000	2	2308	2307	263	2307	17	2310	8924	2061	24	2	14	1	0	eng	0	0	0	282	0	-1	
Astra FTA 28.2°E	11023.25 H	BBCScotlandHD (NAR)	1	0	0	9750	11023	h	23000	2	2309	2307	263	2307	16	2310	8924	2061	152	2	14	1	0	NAR	0	0	0	282	0	-1	
Astra FTA 28.2°E	11023.25 H	BBC One ScotHD	1	0	0	9750	11023	h	23000	2	5101	5100	256	5100	17	5103	8901	2061	24	2	14	1	0	eng	0	0	0	282	0	-1	
Astra FTA 28.2°E	11023.25 H	BBC One Wal HD	1	0	0	9750	11023	h	23000	2	5201	5200	257	5200	17	5203	8911	2061	24	2	14	1	0	eng	0	0	0	282	0	-1	
Astra FTA 28.2°E	11023.25 H	BBC NEWS HD	1	0	0	9750	11023	h	23000	2	5001	5000	258	5000	17	5003	8921	2061	24	2	14	1	0	eng	0	0	0	282	0	-1	
Astra FTA 28.2°E	11023.25 H	CBeebies HD (AC3,eng)	1	0	0	9750	11023	h	23000	2	5301	5300	261	5300	17	5303	8932	2061	24	2	14	1	0	eng	0	0	0	282	0	-1	
Astra FTA 28.2°E	11023.25 H	CBeebies HD (NAR)	1	0	0	9750	11023	h	23000	2	5302	5300	261	5300	16	5303	8932	2061	152	2	14	1	0	NAR	0	0	0	282	0	-1	
