Root	Category	Name	TunerType	DiseqC	LNB-Selection	LNB	Frequency	Polarity	Symbolrate	FEC	APID	VPID	PMTPID	PCRPID	AC3	TelePID	SID	StreamID	Encrypted	NetworkID	SatModulation	SatModulationSystem	Group	Language	AudioChannel	EPGFlag	Volume	OrbitalPos	DiSEqCValue	SubStreamID	URL
Astra FTA 28.2°E	11023.25 H	BBC Four HD (AC3,eng)	1	0	0	9750	11023	h	23000	2	5301	5300	260	5300	17	5303	8931	2061	24	2	14	1	0	eng	0	0	0	282	0	-1	
Astra FTA 28.2°E	11023.25 H	BBC Four HD (NAR)	1	0	0	9750	11023	h	23000	2	5302	5300	260	5300	16	5303	8931	2061	152	2	14	1	0	NAR	0	0	0	282	0	-1	
Astra FTA 28.2°E	11038 V	HGTV (eng)	1	0	0	9750	11038	v	22000	3	2375	2374	262	2374	0	2377	52420	2062	24	2	1	0	0	eng	0	0	0	282	0	-1	
Astra FTA 28.2°E	11038 V	HGTV (NAR)	1	0	0	9750	11038	v	22000	3	2376	2374	262	2374	0	2377	52420	2062	152	2	1	0	0	NAR	0	0	0	282	0	-1	
Astra FTA 28.2°E	11038 V	Quest Red (eng)	1	0	0	9750	11038	v	22000	3	2320	2319	278	2319	0	2322	52450	2062	24	2	1	0	0	eng	0	0	0	282	0	-1	
Astra FTA 28.2°E	11038 V	Quest Red (NAR)	1	0	0	9750	11038	v	22000	3	2321	2319	278	2319	0	2322	52450	2062	152	2	1	0	0	NAR	0	0	0	282	0	-1	
Astra FTA 28.2°E	11038 V	DMAX (eng)	1	0	0	9750	11038	v	22000	3	2336	2335	265	2335	0	2327	52440	2062	24	2	1	0	0	eng	0	0	0	282	0	-1	
Astra FTA 28.2°E	11038 V	DMAX (NAR)	1	0	0	9750	11038	v	22000	3	2318	2335	265	2335	0	2327	52440	2062	152	2	1	0	0	NAR	0	0	0	282	0	-1	
Astra FTA 28.2°E	11052.75 H	ITV HD (AC3,eng)	1	0	0	9750	11053	h	23000	2	2317	2318	257	2318	17	2316	20750	2063	24	2	14	1	0	eng	0	0	0	282	0	-1	
Astra FTA 28.2°E	11052.75 H	ITV HD (NAR)	1	0	0	9750	11053	h	23000	2	2315	2318	257	2318	16	2316	20750	2063	152	2	14	1	0	NAR	0	0	0	282	0	-1	
Astra FTA 28.2°E	11052.75 H	ITV HD (AC3,eng)	1	0	0	9750	11053	h	23000	2	2314	2310	259	2310	17	2312	20760	2063	24	2	14	1	0	eng	0	0	0	282	0	-1	
Astra FTA 28.2°E	11052.75 H	ITV HD (NAR)	1	0	0	9750	11053	h	23000	2	2311	2310	259	2310	16	2312	20760	2063	152	2	14	1	0	NAR	0	0	0	282	0	-1	
Astra FTA 28.2°E	11052.75 H	ITV HD (AC3,eng)	1	0	0	9750	11053	h	23000	2	2326	2325	261	2325	17	2328	20770	2063	24	2	14	1	0	eng	0	0	0	282	0	-1	
Astra FTA 28.2°E	11052.75 H	ITV HD (NAR)	1	0	0	9750	11053	h	23000	2	2327	2325	261	2325	16	2328	20770	2063	152	2	14	1	0	NAR	0	0	0	282	0	-1	
Astra FTA 28.2°E	11052.75 H	ITV Wales HD (AC3,eng)	1	0	0	9750	11053	h	23000	2	2321	2320	256	2320	17	2323	20730	2063	24	2	14	1	0	eng	0	0	0	282	0	-1	
Astra FTA 28.2°E	11052.75 H	ITV Wales HD (NAR)	1	0	0	9750	11053	h	23000	2	2322	2320	256	2320	16	2323	20730	2063	152	2	14	1	0	NAR	0	0	0	282	0	-1	
Astra FTA 28.2°E	11052.75 H	ITV HD (AC3,eng)	1	0	0	9750	11053	h	23000	2	2331	2330	260	2330	17	2333	20740	2063	24	2	14	1	0	eng	0	0	0	282	0	-1	
Astra FTA 28.2°E	11052.75 H	ITV HD (NAR)	1	0	0	9750	11053	h	23000	2	2332	2330	260	2330	16	2333	20740	2063	152	2	14	1	0	NAR	0	0	0	282	0	-1	
Astra FTA 28.2°E	11067.5 V	ITV HD (AC3,eng)	1	0	0	9750	11068	v	23000	2	2327	2325	258	2325	17	2329	20840	2064	24	2	14	1	0	eng	0	0	0	282	0	-1	
Astra FTA 28.2°E	11067.5 V	ITV HD (NAR)	1	0	0	9750	11068	v	23000	2	2326	2325	258	2325	16	2329	20840	2064	152	2	14	1	0	NAR	0	0	0	282	0	-1	
Astra FTA 28.2°E	11067.5 V	ITV HD (AC3,eng)	1	0	0	9750	11068	v	23000	2	2311	2310	257	2310	17	2318	20850	2064	24	2	14	1	0	eng	0	0	0	282	0	-1	
Astra FTA 28.2°E	11067.5 V	ITV HD (NAR)	1	0	0	9750	11068	v	23000	2	2317	2310	257	2310	16	2318	20850	2064	152	2	14	1	0	NAR	0	0	0	282	0	-1	
Astra FTA 28.2°E	11067.5 V	ITV HD (AC3,eng)	1	0	0	9750	11068	v	23000	2	2322	2320	256	2320	17	2321	20820	2064	24	2	14	1	0	eng	0	0	0	282	0	-1	
Astra FTA 28.2°E	11067.5 V	ITV HD (NAR)	1	0	0	9750	11068	v	23000	2	2323	2320	256	2320	16	2321	20820	2064	152	2	14	1	0	NAR	0	0	0	282	0	-1	
Astra FTA 28.2°E	11067.5 V	STV HD (AC3,eng)	1	0	0	9750	11068	v	23000	2	2306	2305	261	2305	17	2308	20800	2064	24	2	14	1	0	eng	0	0	0	282	0	-1	
Astra FTA 28.2°E	11067.5 V	STV HD (NAR)	1	0	0	9750	11068	v	23000	2	2307	2305	261	2305	16	2308	20800	2064	152	2	14	1	0	NAR	0	0	0	282	0	-1	
Astra FTA 28.2°E	11067.5 V	UTV HD (AC3,eng)	1	0	0	9750	11068	v	23000	2	2313	2312	259	2312	17	2315	20810	2064	24	2	14	1	0	eng	0	0	0	282	0	-1	
Astra FTA 28.2°E	11067.5 V	UTV HD (NAR)	1	0	0	9750	11068	v	23000	2	2314	2312	259	2312	16	2315	20810	2064	152	2	14	1	0	NAR	0	0	0	282	0	-1	
Astra FTA 28.2°E	11082.25 H	Hillsong	1	0	0	9750	11082	h	22000	3	2337	2336	272	2336	0	0	50345	2065	24	2	1	0	0	eng	0	0	0	282	0	-1	
Astra FTA 28.2°E	11082.25 H	BLAZE	1	0	0	9750	11082	h	22000	3	2311	2310	263	2310	0	0	50350	2065	24	2	1	0	0	eng	0	0	0	282	0	-1	
Astra FTA 28.2°E	11082.25 H	Al Jazeera Eng	1	0	0	9750	11082	h	22000	3	2318	2317	258	2317	0	0	50395	2065	24	2	1	0	0	eng	0	0	0	282	0	-1	
Astra FTA 28.2°E	11082.25 H	Inspiration TV	1	0	0	9750	11082	h	22000	3	2316	2315	271	2315	0	0	50390	2065	24	2	1	0	0	eng	0	0	0	282	0	-1	
Astra FTA 28.2°E	11082.25 H	JewelleryMaker	1	0	0	9750	11082	h	22000	3	2335	2334	270	2334	0	0	50310	2065	24	2	1	0	0	eng	0	0	0	282	0	-1	
Astra FTA 28.2°E	11082.25 H	Sikh Channel	1	0	0	9750	11082	h	22000	3	2308	2307	264	2307	0	0	50335	2065	24	2	1	0	0	eng	0	0	0	282	0	-1	
Astra FTA 28.2°E	11082.25 H	Ahlulbayt TV	1	0	0	9750	11082	h	22000	3	2339	2338	266	2338	0	0	50325	2065	24	2	1	0	0	eng	0	0	0	282	0	-1	
Astra FTA 28.2°E	11082.25 H	NOW 80s	1	0	0	9750	11082	h	22000	3	2361	2360	257	2360	0	0	50306	2065	24	2	1	0	0	eng	0	0	0	282	0	-1	
Astra FTA 28.2°E	11082.25 H	Spotlight TV	1	0	0	9750	11082	h	22000	3	2331	2330	262	2330	0	0	50331	2065	24	2	1	0	0	eng	0	0	0	282	0	-1	
Astra FTA 28.2°E	11082.25 H	CNN	1	0	0	9750	11082	h	22000	3	2312	2309	261	2309	0	2313	50316	2065	24	2	1	0	0	eng	0	0	0	282	0	-1	
Astra FTA 28.2°E	11097 V	ITV HD (AC3,eng)	1	0	0	9750	11097	v	23000	2	2311	2310	256	2310	17	2312	21040	2066	24	2	14	1	0	eng	0	0	0	282	0	-1	
Astra FTA 28.2°E	11097 V	ITV HD (NAR)	1	0	0	9750	11097	v	23000	2	2313	2310	256	2310	16	2312	21040	2066	152	2	14	1	0	NAR	0	0	0	282	0	-1	
Astra FTA 28.2°E	11097 V	ITV HD (AC3,eng)	1	0	0	9750	11097	v	23000	2	2332	2331	259	2331	17	2334	21010	2066	24	2	14	1	0	eng	0	0	0	282	0	-1	
Astra FTA 28.2°E	11097 V	ITV HD (NAR)	1	0	0	9750	11097	v	23000	2	2333	2331	259	2331	16	2334	21010	2066	152	2	14	1	0	NAR	0	0	0	282	0	-1	
Astra FTA 28.2°E	11097 V	ITV HD (AC3,eng)	1	0	0	9750	11097	v	23000	2	2306	2305	258	2305	17	2308	21015	2066	24	2	14	1	0	eng	0	0	0	282	0	-1	
Astra FTA 28.2°E	11097 V	ITV HD (NAR)	1	0	0	9750	11097	v	23000	2	2307	2305	258	2305	16	2308	21015	2066	152	2	14	1	0	NAR	0	0	0	282	0	-1	
Astra FTA 28.2°E	11097 V	ITV HD (AC3,eng)	1	0	0	9750	11097	v	23000	2	2316	2315	257	2315	17	2318	21070	2066	24	2	14	1	0	eng	0	0	0	282	0	-1	
Astra FTA 28.2°E	11097 V	ITV HD (NAR)	1	0	0	9750	11097	v	23000	2	2317	2315	257	2315	16	2318	21070	2066	152	2	14	1	0	NAR	0	0	0	282	0	-1	
Astra FTA 28.2°E	11097 V	ITV HD (AC3,eng)	1	0	0	9750	11097	v	23000	2	2321	2320	260	2320	17	2323	21080	2066	24	2	14	1	0	eng	0	0	0	282	0	-1	
Astra FTA 28.2°E	11097 V	ITV HD (NAR)	1	0	0	9750	11097	v	23000	2	2322	2320	260	2320	16	2323	21080	2066	152	2	14	1	0	NAR	0	0	0	282	0	-1	
Astra FTA 28.2°E	11112 H	New Vision TV	1	0	0	9750	11112	h	22000	3	2327	2326	266	2326	0	0	50497	2067	24	2	1	0	0	eng	0	0	0	282	0	-1	
Astra FTA 28.2°E	11112 H	Dunya News	1	0	0	9750	11112	h	22000	3	2315	2305	268	2305	0	0	50490	2067	24	2	1	0	0	eng	0	0	0	282	0	-1	
Astra FTA 28.2°E	11112 H	Sanskar	1	0	0	9750	11112	h	22000	3	2342	2343	262	2343	0	0	50475	2067	24	2	1	0	0	eng	0	0	0	282	0	-1	
Astra FTA 28.2°E	11112 H	Gems TV	1	0	0	9750	11112	h	22000	3	2319	2318	263	2318	0	0	50411	2067	24	2	1	0	0	eng	0	0	0	282	0	-1	
Astra FTA 28.2°E	11112 H	Islam Channel	1	0	0	9750	11112	h	22000	3	2314	2313	273	2313	0	0	50415	2067	24	2	1	0	0	eng	0	0	0	282	0	-1	
Astra FTA 28.2°E	11112 H	MATV National	1	0	0	9750	11112	h	22000	3	2363	2362	261	2362	0	0	50495	2067	24	2	1	0	0	eng	0	0	0	282	0	-1	
Astra FTA 28.2°E	11112 H	Studio 66 3	1	0	0	9750	11112	h	22000	3	2312	2311	272	2311	0	0	50445	2067	24	2	1	0	0	eng	0	0	0	282	0	-1	
Astra FTA 28.2°E	11112 H	Brit Asia TV	1	0	0	9750	11112	h	22000	3	2321	2320	279	2320	0	0	50460	2067	24	2	1	0	0	eng	0	0	0	282	0	-1	
Astra FTA 28.2°E	11112 H	Channel 7	1	0	0	9750	11112	h	22000	3	2335	2334	274	2334	0	0	50420	2067	24	2	1	0	0	eng	0	0	0	282	0	-1	
Astra FTA 28.2°E	11112 H	Thane	1	0	0	9750	11112	h	22000	3	2308	2307	265	2307	0	0	50425	2067	24	2	1	0	0	eng	0	0	0	282	0	-1	
Astra FTA 28.2°E	11112 H	IQRA BANGLA	1	0	0	9750	11112	h	22000	3	2329	2328	264	2328	0	0	52023	2067	24	2	1	0	0	eng	0	0	0	282	0	-1	
Astra FTA 28.2°E	11112 H	ARY Digital	1	0	0	9750	11112	h	22000	3	2331	2330	267	2330	0	0	50470	2067	24	2	1	0	0	eng	0	0	0	282	0	-1	
Astra FTA 28.2°E	11112 H	Islam TV	1	0	0	9750	11112	h	22000	3	2324	2325	270	2325	0	0	52021	2067	24	2	1	0	0	eng	0	0	0	282	0	-1	
Astra FTA 28.2°E	11112 H	GEO News	1	0	0	9750	11112	h	22000	3	2340	2341	258	2306	0	0	50405	2067	24	2	1	0	0	eng	0	0	0	282	0	-1	
Astra FTA 28.2°E	11112 H	Arise News	1	0	0	9750	11112	h	22000	3	2606	2605	257	128	0	0	50400	2067	24	2	1	0	0	eng	0	0	0	282	0	-1	
Astra FTA 28.2°E	11112 H	High Street TV 3	1	0	0	9750	11112	h	22000	3	2317	2316	259	2316	0	0	50456	2067	24	2	1	0	0	eng	0	0	0	282	0	-1	
Astra FTA 28.2°E	11112 H	Faith UK	1	0	0	9750	11112	h	22000	3	2323	2322	280	2322	0	0	50450	2067	24	2	1	0	0	eng	0	0	0	282	0	-1	
Astra FTA 28.2°E	11112 H	IQRA TV	1	0	0	9750	11112	h	22000	3	2333	2332	269	2332	0	0	52202	2067	24	2	1	0	0		0	0	0	282	0	-1	
Astra FTA 28.2°E	11126.5 V	4seven (eng)	1	0	0	9750	11126	v	22000	3	2317	2316	260	2316	0	2318	21250	2068	24	2	1	0	0	eng	0	0	0	282	0	-1	
Astra FTA 28.2°E	11126.5 V	4seven (NAR)	1	0	0	9750	11126	v	22000	3	2319	2316	260	2316	0	2318	21250	2068	152	2	1	0	0	NAR	0	0	0	282	0	-1	
Astra FTA 28.2°E	11126.5 V	Channel 4 HD (AC3,eng)	1	0	0	9750	11126	v	22000	3	2306	2305	259	2305	17	2309	21200	2068	24	2	1	0	0	eng	0	0	0	282	0	-1	
Astra FTA 28.2°E	11126.5 V	Channel 4 HD (NAR)	1	0	0	9750	11126	v	22000	3	2307	2305	259	2305	16	2309	21200	2068	152	2	1	0	0	NAR	0	0	0	282	0	-1	
Astra FTA 28.2°E	11170.75 H	Akaal Channel	1	0	0	9750	11171	h	22000	3	2309	2308	258	2308	0	0	51116	2071	24	2	1	0	0	eng	0	0	0	282	0	-1	
Astra FTA 28.2°E	11225 V	Arirang TV HD	1	0	0	9750	11225	v	23000	1	2312	2309	260	2309	16	0	53150	2106	24	2	14	1	0	eng	0	0	0	282	0	-1	
Astra FTA 28.2°E	11225 V	Arirang TV HD (AC3)	1	0	0	9750	11225	v	23000	1	2311	2309	260	2309	17	0	53150	2106	152	2	14	1	0	eng	0	0	0	282	0	-1	
Astra FTA 28.2°E	11225 V	NHK World HD	1	0	0	9750	11225	v	23000	1	2317	2315	274	2315	16	0	53147	2106	24	2	14	1	0	eng	0	0	0	282	0	-1	
Astra FTA 28.2°E	11225 V	NHK World HD (AC3)	1	0	0	9750	11225	v	23000	1	2316	2315	274	2315	17	0	53147	2106	152	2	14	1	0	eng	0	0	0	282	0	-1	
Astra FTA 28.2°E	11225 V	RT HD	1	0	0	9750	11225	v	23000	1	2349	2348	259	2348	16	0	53148	2106	24	2	14	1	0	eng	0	0	0	282	0	-1	
Astra FTA 28.2°E	11225 V	RT HD (AC3)	1	0	0	9750	11225	v	23000	1	2350	2348	259	2348	17	0	53148	2106	152	2	14	1	0	eng	0	0	0	282	0	-1	
Astra FTA 28.2°E	11265 H	Box Hits	1	0	0	9750	11265	h	27500	1	2333	2334	274	2334	0	2335	7209	2107	24	2	1	0	0	eng	0	0	0	282	0	-1	
Astra FTA 28.2°E	11265 H	The Box	1	0	0	9750	11265	h	27500	1	2314	2312	273	2312	0	2313	7208	2107	24	2	1	0	0	eng	0	0	0	282	0	-1	
Astra FTA 28.2°E	11265 H	Kerrang!	1	0	0	9750	11265	h	27500	1	2339	2340	277	2340	0	2341	7212	2107	24	2	1	0	0	eng	0	0	0	282	0	-1	
Astra FTA 28.2°E	11265 H	KISS	1	0	0	9750	11265	h	27500	1	2316	2315	276	2315	0	2332	7211	2107	24	2	1	0	0	eng	0	0	0	282	0	-1	
Astra FTA 28.2°E	11265 H	Magic	1	0	0	9750	11265	h	27500	1	2310	2309	272	2309	0	2311	7207	2107	24	2	1	0	0	eng	0	0	0	282	0	-1	
Astra FTA 28.2°E	11265 V	WION HD (rus)	1	0	0	9750	11265	v	27500	1	2311	2309	257	2309	16	0	52119	2108	24	2	1	0	0	rus	0	0	0	282	0	-1	
Astra FTA 28.2°E	11265 V	WION HD (AC3,eng)	1	0	0	9750	11265	v	27500	1	2310	2309	257	2309	17	0	52119	2108	152	2	1	0	0	eng	0	0	0	282	0	-1	
Astra FTA 28.2°E	11265 V	TBN UK	1	0	0	9750	11265	v	27500	1	2364	2363	256	2363	0	0	52124	2108	24	2	1	0	0	eng	0	0	0	282	0	-1	
Astra FTA 28.2°E	11265 V	revelation	1	0	0	9750	11265	v	27500	1	2314	2313	273	5199	0	0	52127	2108	24	2	1	0	0	eng	0	0	0	282	0	-1	
Astra FTA 28.2°E	11265 V	EWTN Catholic	1	0	0	9750	11265	v	27500	1	2342	2341	258	2341	0	0	52136	2108	24	2	1	0	0	eng	0	0	0	282	0	-1	
Astra FTA 28.2°E	11265 V	mta-muslim tv (ben)	1	0	0	9750	11265	v	27500	1	2361	2354	259	2354	0	0	52123	2108	24	2	1	0	0	ben	0	0	0	282	0	-1	
Astra FTA 28.2°E	11265 V	mta-muslim tv (ara)	1	0	0	9750	11265	v	27500	1	2360	2354	259	2354	0	0	52123	2108	152	2	1	0	0	ara	0	0	0	282	0	-1	
Astra FTA 28.2°E	11265 V	mta-muslim tv (ger)	1	0	0	9750	11265	v	27500	1	2359	2354	259	2354	0	0	52123	2108	152	2	1	0	0	ger	0	0	0	282	0	-1	
Astra FTA 28.2°E	11265 V	mta-muslim tv (fre)	1	0	0	9750	11265	v	27500	1	2358	2354	259	2354	0	0	52123	2108	152	2	1	0	0	fre	0	0	0	282	0	-1	
Astra FTA 28.2°E	11265 V	mta-muslim tv (eng)	1	0	0	9750	11265	v	27500	1	2357	2354	259	2354	0	0	52123	2108	152	2	1	0	0	eng	0	0	0	282	0	-1	
Astra FTA 28.2°E	11265 V	mta-muslim tv (urd)	1	0	0	9750	11265	v	27500	1	2356	2354	259	2354	0	0	52123	2108	152	2	1	0	0	urd	0	0	0	282	0	-1	
Astra FTA 28.2°E	11265 V	mta-muslim tv (hin)	1	0	0	9750	11265	v	27500	1	2355	2354	259	2354	0	0	52123	2108	152	2	1	0	0	hin	0	0	0	282	0	-1	
Astra FTA 28.2°E	11265 V	PCNE Chinese (chi)	1	0	0	9750	11265	v	27500	1	2317	2315	260	4299	0	0	52118	2108	24	2	1	0	0	chi	0	0	0	282	0	-1	
Astra FTA 28.2°E	11265 V	PCNE Chinese (eng)	1	0	0	9750	11265	v	27500	1	2316	2315	260	4299	0	0	52118	2108	152	2	1	0	0	eng	0	0	0	282	0	-1	
Astra FTA 28.2°E	11307 V	GB News HD	1	0	0	9750	11307	v	27500	3	2324	2323	257	2323	17	0	53395	2110	24	2	1	0	0	eng	0	0	0	282	0	-1	
Astra FTA 28.2°E	11307 V	GREAT! classic	1	0	0	9750	11307	v	27500	3	2314	2313	284	2313	0	0	53320	2110	24	2	1	0	0	eng	0	0	0	282	0	-1	
Astra FTA 28.2°E	11307 V	GREAT! action	1	0	0	9750	11307	v	27500	3	2307	2306	269	2306	0	0	53310	2110	24	2	1	0	0	eng	0	0	0	282	0	-1	
Astra FTA 28.2°E	11307 V	GREAT! movies	1	0	0	9750	11307	v	27500	3	2350	2349	270	2349	0	0	53315	2110	24	2	1	0	0	eng	0	0	0	282	0	-1	
Astra FTA 28.2°E	11307 V	GREAT!action+1	1	0	0	9750	11307	v	27500	3	2320	2319	268	2319	0	0	53365	2110	24	2	1	0	0	eng	0	0	0	282	0	-1	
Astra FTA 28.2°E	11307 V	POP	1	0	0	9750	11307	v	27500	3	2316	2315	280	2315	0	0	53340	2110	24	2	1	0	0	eng	0	0	0	282	0	-1	
Astra FTA 28.2°E	11307 V	GREAT! class+1	1	0	0	9750	11307	v	27500	3	2318	2317	283	2317	0	0	53325	2110	24	2	1	0	0	eng	0	0	0	282	0	-1	
Astra FTA 28.2°E	11307 V	GREAT! movies+1	1	0	0	9750	11307	v	27500	3	2353	2352	271	2352	0	0	53355	2110	24	2	1	0	0	eng	0	0	0	282	0	-1	
Astra FTA 28.2°E	11307 V	Tiny Pop	1	0	0	9750	11307	v	27500	3	2322	2321	282	2321	0	0	53330	2110	24	2	1	0	0	eng	0	0	0	282	0	-1	
Astra FTA 28.2°E	11307 V	POP+1	1	0	0	9750	11307	v	27500	3	2340	2339	273	2339	0	0	53370	2110	24	2	1	0	0	eng	0	0	0	282	0	-1	
Astra FTA 28.2°E	11307 V	Tiny Pop+1	1	0	0	9750	11307	v	27500	3	2336	2335	279	2335	0	0	53345	2110	24	2	1	0	0	eng	0	0	0	282	0	-1	
Astra FTA 28.2°E	11307 V	POP Max	1	0	0	9750	11307	v	27500	3	2338	2337	278	2337	0	0	53350	2110	24	2	1	0	0	eng	0	0	0	282	0	-1	
Astra FTA 28.2°E	11307 V	POP Max+1	1	0	0	9750	11307	v	27500	3	2334	2333	276	2333	0	0	53360	2110	24	2	1	0	0	eng	0	0	0	282	0	-1	
Astra FTA 28.2°E	11307 V	GREAT! tv	1	0	0	9750	11307	v	27500	3	2342	2341	265	2341	0	0	53375	2110	24	2	1	0	0	eng	0	0	0	282	0	-1	
Astra FTA 28.2°E	11307 V	GREAT! tv+1	1	0	0	9750	11307	v	27500	3	2345	2344	256	2344	0	0	53380	2110	24	2	1	0	0	eng	0	0	0	282	0	-1	
Astra FTA 28.2°E	11344.5 H	HGTV (eng)	1	0	0	9750	11344	h	27500	3	2348	2346	265	2346	0	2347	53221	2111	24	2	1	0	0	eng	0	0	0	282	0	-1	
Astra FTA 28.2°E	11344.5 H	HGTV (NAR)	1	0	0	9750	11344	h	27500	3	2349	2346	265	2346	0	2347	53221	2111	152	2	1	0	0	NAR	0	0	0	282	0	-1	
Astra FTA 28.2°E	11344.5 H	HGTV+1 (eng)	1	0	0	9750	11344	h	27500	3	2352	2351	276	2351	0	2353	53231	2111	24	2	1	0	0	eng	0	0	0	282	0	-1	
Astra FTA 28.2°E	11344.5 H	HGTV+1 (NAR)	1	0	0	9750	11344	h	27500	3	2354	2351	276	2351	0	2353	53231	2111	152	2	1	0	0	NAR	0	0	0	282	0	-1	
Astra FTA 28.2°E	11344.5 H	Really (eng)	1	0	0	9750	11344	h	27500	3	2323	2309	262	2309	0	2340	53225	2111	24	2	1	0	0	eng	0	0	0	282	0	-1	
Astra FTA 28.2°E	11344.5 H	Really (NAR)	1	0	0	9750	11344	h	27500	3	2324	2309	262	2309	0	2340	53225	2111	152	2	1	0	0	NAR	0	0	0	282	0	-1	
Astra FTA 28.2°E	11343 V	CBS Reality (eng)	1	0	0	9750	11343	v	27500	3	2651	2650	285	2650	0	2346	55214	2112	24	2	1	0	0	eng	0	0	0	282	0	-1	
Astra FTA 28.2°E	11343 V	CBS Reality (NAR)	1	0	0	9750	11343	v	27500	3	2327	2650	285	2650	0	2346	55214	2112	152	2	1	0	0	NAR	0	0	0	282	0	-1	
Astra FTA 28.2°E	11343 V	Trace Hits	1	0	0	9750	11343	v	27500	3	2356	2355	262	2355	0	0	55207	2112	24	2	1	0	0	eng	0	0	0	282	0	-1	
Astra FTA 28.2°E	11343 V	CBS Reality+1	1	0	0	9750	11343	v	27500	3	2313	2312	275	2312	0	2347	55217	2112	24	2	1	0	0	eng	0	0	0	282	0	-1	
Astra FTA 28.2°E	11343 V	horror channel	1	0	0	9750	11343	v	27500	3	2308	2307	286	2307	0	0	55202	2112	24	2	1	0	0	eng	0	0	0	282	0	-1	
Astra FTA 28.2°E	11343 V	CBS Drama	1	0	0	9750	11343	v	27500	3	3081	3080	270	3080	0	0	50903	2112	24	2	1	0	0	eng	0	0	0	282	0	-1	
Astra FTA 28.2°E	11343 V	Trace Vault	1	0	0	9750	11343	v	27500	3	2390	2389	263	2389	0	0	55210	2112	24	2	1	0	0	eng	0	0	0	282	0	-1	
Astra FTA 28.2°E	11343 V	horror ch+1	1	0	0	9750	11343	v	27500	3	2315	2314	276	2314	0	0	55218	2112	24	2	1	0	0	eng	0	0	0	282	0	-1	
Astra FTA 28.2°E	11343 V	CBS Justice	1	0	0	9750	11343	v	27500	3	2645	2644	277	2644	0	0	55209	2112	24	2	1	0	0	eng	0	0	0	282	0	-1	
