Root	Category	Name	TunerType	DiseqC	LNB-Selection	LNB	Frequency	Polarity	Symbolrate	FEC	APID	VPID	PMTPID	PCRPID	AC3	TelePID	SID	StreamID	Encrypted	NetworkID	SatModulation	SatModulationSystem	Group	Language	AudioChannel	EPGFlag	Volume	OrbitalPos	DiSEqCValue	SubStreamID	URL
Astra FTA 28.2°E	12129 V	YESTERDAY (NAR)	1	0	1	10600	12129	v	27500	3	2336	2332	263	2332	0	2333	6505	2022	152	2	1	0	0	NAR	0	0	0	282	0	-1	
Astra FTA 28.2°E	12129 V	Dave (eng)	1	0	1	10600	12129	v	27500	3	2312	2308	264	2308	0	2310	6506	2022	24	2	1	0	0	eng	0	0	0	282	0	-1	
Astra FTA 28.2°E	12129 V	Dave (NAR)	1	0	1	10600	12129	v	27500	3	2314	2308	264	2308	0	2310	6506	2022	152	2	1	0	0	NAR	0	0	0	282	0	-1	
Astra FTA 28.2°E	12129 V	Dave ja vu (eng)	1	0	1	10600	12129	v	27500	3	2346	2345	277	2345	0	2344	25114	2022	24	2	1	0	0	eng	0	0	0	282	0	-1	
Astra FTA 28.2°E	12129 V	Dave ja vu (NAR)	1	0	1	10600	12129	v	27500	3	2343	2345	277	2345	0	2344	25114	2022	152	2	1	0	0	NAR	0	0	0	282	0	-1	
Astra FTA 28.2°E	12129 V	Drama (eng)	1	0	1	10600	12129	v	27500	3	2373	2372	257	2372	0	2375	6522	2022	24	2	1	0	0	eng	0	0	0	282	0	-1	
Astra FTA 28.2°E	12129 V	Drama (NAR)	1	0	1	10600	12129	v	27500	3	2374	2372	257	2372	0	2375	6522	2022	152	2	1	0	0	NAR	0	0	0	282	0	-1	
Astra FTA 28.2°E	12129 V	YESTERDAY+1 (eng)	1	0	1	10600	12129	v	27500	3	2339	2337	279	2337	0	2338	25116	2022	24	2	1	0	0	eng	0	0	0	282	0	-1	
Astra FTA 28.2°E	12129 V	YESTERDAY+1 (NAR)	1	0	1	10600	12129	v	27500	3	2340	2337	279	2337	0	2338	25116	2022	152	2	1	0	0	NAR	0	0	0	282	0	-1	
Astra FTA 28.2°E	12148.5 H	Pick (eng)	1	0	1	10600	12148	h	27500	3	658	528	282	8190	0	592	5530	2023	24	2	1	0	0	eng	0	0	0	282	0	-1	
Astra FTA 28.2°E	12148.5 H	Pick (NAR)	1	0	1	10600	12148	h	27500	3	659	528	282	8190	0	592	5530	2023	152	2	1	0	0	NAR	0	0	0	282	0	-1	
Astra FTA 28.2°E	12148.5 H	SkyNewsArabia	1	0	1	10600	12148	h	27500	3	646	518	283	8190	0	0	5532	2023	24	2	1	0	0	eng	0	0	0	282	0	-1	
Astra FTA 28.2°E	12168 V	ITV HD (AC3,eng)	1	0	1	10600	12168	v	27500	1	651	519	265	519	17	583	5109	2024	24	2	6	1	0	eng	0	0	0	282	0	-1	
Astra FTA 28.2°E	12168 V	ITV HD (NAR)	1	0	1	10600	12168	v	27500	1	650	519	265	519	16	583	5109	2024	152	2	6	1	0	NAR	0	0	0	282	0	-1	
Astra FTA 28.2°E	12207 V	Sky News	1	0	1	10600	12207	v	27500	3	652	524	269	8190	0	588	5416	2026	24	2	1	0	0	eng	0	0	0	282	0	-1	
Astra FTA 28.2°E	12324 V	Sky Intro	1	0	1	10600	12324	v	27500	1	641	513	261	513	17	0	1002	2032	24	2	6	1	0	eng	0	0	0	282	0	-1	
Astra FTA 28.2°E	12324 V	4567	1	0	1	10600	12324	v	27500	1	641	513	264	513	17	0	4567	2032	24	2	6	1	0	eng	0	0	0	282	0	-1	
Astra FTA 28.2°E	12382.5 H	DMAX+1 (eng)	1	0	1	10600	12382	h	27500	3	2390	2389	256	2389	0	2394	2905	2035	24	2	1	0	0	eng	0	0	0	282	0	-1	
Astra FTA 28.2°E	12382.5 H	DMAX+1 (NAR)	1	0	1	10600	12382	h	27500	3	2393	2389	256	2389	0	2394	2905	2035	152	2	1	0	0	NAR	0	0	0	282	0	-1	
Astra FTA 28.2°E	12382.5 H	Quest Red (eng)	1	0	1	10600	12382	h	27500	3	2357	2356	265	2356	0	2359	6214	2035	24	2	1	0	0	eng	0	0	0	282	0	-1	
Astra FTA 28.2°E	12382.5 H	Quest Red (NAR)	1	0	1	10600	12382	h	27500	3	2358	2356	265	2356	0	2359	6214	2035	152	2	1	0	0	NAR	0	0	0	282	0	-1	
Astra FTA 28.2°E	12382.5 H	Food Network (eng)	1	0	1	10600	12382	h	27500	3	2353	2352	271	2352	0	2354	2910	2035	24	2	1	0	0	eng	0	0	0	282	0	-1	
Astra FTA 28.2°E	12382.5 H	Food Network (NAR)	1	0	1	10600	12382	h	27500	3	2355	2352	271	2352	0	2354	2910	2035	152	2	1	0	0	NAR	0	0	0	282	0	-1	
Astra FTA 28.2°E	12382.5 H	Food Netwrk+1 (eng)	1	0	1	10600	12382	h	27500	3	2320	2319	268	2319	0	2321	2912	2035	24	2	1	0	0	eng	0	0	0	282	0	-1	
Astra FTA 28.2°E	12382.5 H	Food Netwrk+1 (NAR)	1	0	1	10600	12382	h	27500	3	2322	2319	268	2319	0	2321	2912	2035	152	2	1	0	0	NAR	0	0	0	282	0	-1	
Astra FTA 28.2°E	12382.5 H	DMAX (eng)	1	0	1	10600	12382	h	27500	3	2385	2384	260	2384	0	2383	2916	2035	24	2	1	0	0	eng	0	0	0	282	0	-1	
Astra FTA 28.2°E	12382.5 H	DMAX (NAR)	1	0	1	10600	12382	h	27500	3	2388	2384	260	2384	0	2383	2916	2035	152	2	1	0	0	NAR	0	0	0	282	0	-1	
Astra FTA 28.2°E	12382.5 H	QUEST+1 (eng)	1	0	1	10600	12382	h	27500	3	2361	2360	264	2360	0	2363	6215	2035	24	2	1	0	0	eng	0	0	0	282	0	-1	
Astra FTA 28.2°E	12382.5 H	QUEST+1 (NAR)	1	0	1	10600	12382	h	27500	3	2362	2360	264	2360	0	2363	6215	2035	152	2	1	0	0	NAR	0	0	0	282	0	-1	
Astra FTA 28.2°E	12382.5 H	Quest Red+1 (eng)	1	0	1	10600	12382	h	27500	3	2343	2323	259	2323	0	2346	6211	2035	24	2	1	0	0	eng	0	0	0	282	0	-1	
Astra FTA 28.2°E	12382.5 H	Quest Red+1 (NAR)	1	0	1	10600	12382	h	27500	3	2345	2323	259	2323	0	2346	6211	2035	152	2	1	0	0	NAR	0	0	0	282	0	-1	
Astra FTA 28.2°E	12382.5 H	QUEST (eng)	1	0	1	10600	12382	h	27500	3	2365	2364	263	2364	0	2366	6213	2035	24	2	1	0	0	eng	0	0	0	282	0	-1	
Astra FTA 28.2°E	12382.5 H	QUEST (NAR)	1	0	1	10600	12382	h	27500	3	2367	2364	263	2364	0	2366	6213	2035	152	2	1	0	0	NAR	0	0	0	282	0	-1	
Astra FTA 28.2°E	10773.25 H	BBC One Lon (eng)	1	0	0	9750	10773	h	22000	3	5001	5000	256	5000	0	5003	6301	2045	24	2	1	0	0	eng	0	0	0	282	0	-1	
Astra FTA 28.2°E	10773.25 H	BBC One Lon (NAR)	1	0	0	9750	10773	h	22000	3	5002	5000	256	5000	0	5003	6301	2045	152	2	1	0	0	NAR	0	0	0	282	0	-1	
Astra FTA 28.2°E	10773.25 H	BBC Two (eng)	1	0	0	9750	10773	h	22000	3	5101	5100	258	5100	0	5103	6302	2045	24	2	1	0	0	eng	0	0	0	282	0	-1	
Astra FTA 28.2°E	10773.25 H	BBC Two (NAR)	1	0	0	9750	10773	h	22000	3	5102	5100	258	5100	0	5103	6302	2045	152	2	1	0	0	NAR	0	0	0	282	0	-1	
Astra FTA 28.2°E	10773.25 H	BBC Four (eng)	1	0	0	9750	10773	h	22000	3	5201	5200	259	5200	0	5203	6316	2045	24	2	1	0	0	eng	0	0	0	282	0	-1	
Astra FTA 28.2°E	10773.25 H	BBC Four (NAR)	1	0	0	9750	10773	h	22000	3	5202	5200	259	5200	0	5203	6316	2045	152	2	1	0	0	NAR	0	0	0	282	0	-1	
Astra FTA 28.2°E	10773.25 H	BBC RB 1 (und)	1	0	0	9750	10773	h	22000	3	5402	5400	262	5400	0	0	6390	2045	24	2	1	0	0	und	0	0	0	282	0	-1	
Astra FTA 28.2°E	10773.25 H	BBC RB 1 (eng)	1	0	0	9750	10773	h	22000	3	5401	5400	262	5400	0	0	6390	2045	152	2	1	0	0	eng	0	0	0	282	0	-1	
Astra FTA 28.2°E	10773.25 H	BBC One East W	1	0	0	9750	10773	h	22000	3	5701	5700	269	5700	0	5703	6351	2045	24	2	1	0	0	eng	0	0	0	282	0	-1	
Astra FTA 28.2°E	10773.25 H	BBC One CI	1	0	0	9750	10773	h	22000	3	5801	5800	270	5800	0	5803	6361	2045	24	2	1	0	0	eng	0	0	0	282	0	-1	
Astra FTA 28.2°E	10773.25 H	ETV1 (eng)	1	0	0	9750	10773	h	22000	3	5001	5000	257	5000	0	5003	6306	2045	24	2	1	0	0	eng	0	0	0	282	0	-1	
Astra FTA 28.2°E	10773.25 H	ETV1 (NAR)	1	0	0	9750	10773	h	22000	3	5002	5000	257	5000	0	5003	6306	2045	152	2	1	0	0	NAR	0	0	0	282	0	-1	
Astra FTA 28.2°E	10773.25 H	BBC One West	1	0	0	9750	10773	h	22000	3	5901	5900	268	5900	0	5903	6341	2045	24	2	1	0	0	eng	0	0	0	282	0	-1	
Astra FTA 28.2°E	10773.25 H	CBeebies (eng)	1	0	0	9750	10773	h	22000	3	5201	5200	263	5200	0	5203	6318	2045	24	2	1	0	0	eng	0	0	0	282	0	-1	
Astra FTA 28.2°E	10773.25 H	CBeebies (NAR)	1	0	0	9750	10773	h	22000	3	5202	5200	263	5200	0	5203	6318	2045	152	2	1	0	0	NAR	0	0	0	282	0	-1	
Astra FTA 28.2°E	12363 V	ITV HD (AC3,eng)	1	0	1	10600	12363	v	27500	1	650	516	261	516	17	580	5106	2034	24	2	6	1	0	eng	0	0	0	282	0	-1	
Astra FTA 28.2°E	12363 V	ITV HD (NAR)	1	0	1	10600	12363	v	27500	1	646	516	261	516	16	580	5106	2034	152	2	6	1	0	NAR	0	0	0	282	0	-1	
Astra FTA 28.2°E	12226.5 H	ITV HD (AC3,eng)	1	0	1	10600	12226	h	27500	1	642	512	279	512	17	576	7502	2027	24	2	6	1	0	eng	0	0	0	282	0	-1	
Astra FTA 28.2°E	12226.5 H	ITV HD (NAR)	1	0	1	10600	12226	h	27500	1	640	512	279	512	16	576	7502	2027	152	2	6	1	0	NAR	0	0	0	282	0	-1	
Astra FTA 28.2°E	BSkyB	ITV (eng)	1	0	0	9750	10891	h	22000	3	2311	2310	264	2310	0	2313	10122	2053	24	2	1	0	0	eng	0	0	0	282	0	-1	
Astra FTA 28.2°E	BSkyB	ITV Wales (eng)	1	0	0	9750	10891	h	22000	3	2306	2305	267	2305	0	2307	10147	2053	24	2	1	0	0	eng	0	0	0	282	0	-1	
Astra FTA 28.2°E	BSkyB	ITV (eng)	1	0	0	9750	10891	h	22000	3	2316	2315	269	2315	0	2317	10142	2053	24	2	1	0	0	eng	0	0	0	282	0	-1	
Astra FTA 28.2°E	BSkyB	ITV4 (eng)	1	0	0	9750	10891	h	22000	3	2326	2330	272	2330	0	2328	10164	2053	24	2	1	0	0	eng	0	0	0	282	0	-1	
Astra FTA 28.2°E	BSkyB	CITV (eng)	1	0	0	9750	10891	h	22000	3	2337	2336	273	2336	0	2339	10161	2053	24	2	1	0	0	eng	0	0	0	282	0	-1	
Astra FTA 28.2°E	BSkyB	ITV2 (eng)	1	0	0	9750	10906	v	22000	3	2348	2347	272	2347	0	2350	10202	2054	24	2	1	0	0	eng	0	0	0	282	0	-1	
Astra FTA 28.2°E	BSkyB	ITV (eng)	1	0	0	9750	10906	v	22000	3	2325	2324	270	2324	0	2326	10250	2054	24	2	1	0	0	eng	0	0	0	282	0	-1	
Astra FTA 28.2°E	BSkyB	ITV+1 (eng)	1	0	0	9750	10906	v	22000	3	2336	2335	269	2335	0	2338	10235	2054	24	2	1	0	0	eng	0	0	0	282	0	-1	
Astra FTA 28.2°E	BSkyB	ITVBe (eng)	1	0	0	9750	10906	v	22000	3	2343	2342	271	2342	0	2345	10233	2054	24	2	1	0	0	eng	0	0	0	282	0	-1	
Astra FTA 28.2°E	BSkyB	Cruise1st.tv	1	0	0	9750	11464	h	22000	3	2306	2305	266	2305	0	0	54228	2089	24	2	1	0	0	eng	0	0	0	282	0	-1	
Astra FTA 28.2°E	BSkyB	Get Lucky TV	1	0	0	9750	11597	v	22000	3	2313	2314	268	2314	0	0	53575	2098	24	2	1	0	0	eng	0	0	0	282	0	-1	
Astra FTA 28.2°E	BSkyB	6811 (und)	1	0	1	10600	12422	h	27500	1	5802	5800	263	5800	17	0	6811	2037	24	2	1	0	0	und	0	0	0	282	0	-1	
Astra FTA 28.2°E	BSkyB	6806	1	0	1	10600	12422	h	27500	1	5501	5500	261	5500	0	0	6806	2037	24	2	1	0	0	eng	0	0	0	282	0	-1	
Astra FTA 28.2°E	BSkyB	6805	1	0	1	10600	12422	h	27500	1	5401	5400	259	5400	0	0	6805	2037	24	2	1	0	0	eng	0	0	0	282	0	-1	
Astra FTA 28.2°E	BSkyB	6804	1	0	1	10600	12422	h	27500	1	5301	5300	257	5300	0	0	6804	2037	24	2	1	0	0	eng	0	0	0	282	0	-1	
Astra FTA 28.2°E	BSkyB	6803	1	0	1	10600	12422	h	27500	1	5201	5200	258	5200	0	0	6803	2037	24	2	1	0	0	eng	0	0	0	282	0	-1	
Astra FTA 28.2°E	BSkyB	6802	1	0	1	10600	12422	h	27500	1	5101	5100	256	5100	0	0	6802	2037	24	2	1	0	0	eng	0	0	0	282	0	-1	
Astra FTA 28.2°E	10788 V	BBC R3	1	0	0	9750	10788	v	22000	3	6001	0	259	6001	0	0	10380	2046	16	2	1	0	0	eng	0	0	0	282	0	-1	
Astra FTA 28.2°E	10788 V	BBC R4 FM	1	0	0	9750	10788	v	22000	3	6002	0	275	6002	0	0	10381	2046	16	2	1	0	0	eng	0	0	0	282	0	-1	
Astra FTA 28.2°E	10788 V	BBC R4 LW	1	0	0	9750	10788	v	22000	3	6003	0	276	6003	0	0	10382	2046	16	2	1	0	0	eng	0	0	0	282	0	-1	
Astra FTA 28.2°E	10788 V	BBC R Scot.	1	0	0	9750	10788	v	22000	3	6007	0	280	6007	0	0	10386	2046	16	2	1	0	0	eng	0	0	0	282	0	-1	
Astra FTA 28.2°E	10788 V	BBC R Wales	1	0	0	9750	10788	v	22000	3	6009	0	282	6009	0	0	10388	2046	16	2	1	0	0	eng	0	0	0	282	0	-1	
Astra FTA 28.2°E	10788 V	BBC R Ulster	1	0	0	9750	10788	v	22000	3	6011	0	284	6011	0	0	10390	2046	16	2	1	0	0	eng	0	0	0	282	0	-1	
Astra FTA 28.2°E	10788 V	BBC WS	1	0	0	9750	10788	v	22000	3	6006	0	279	6006	0	0	10385	2046	16	2	1	0	0	eng	0	0	0	282	0	-1	
Astra FTA 28.2°E	10788 V	BBC R Cymru	1	0	0	9750	10788	v	22000	3	6010	0	283	6010	0	0	10389	2046	16	2	1	0	0	wel	0	0	0	282	0	-1	
Astra FTA 28.2°E	10788 V	BBC R Foyle	1	0	0	9750	10788	v	22000	3	6012	0	257	6012	0	0	10391	2046	16	2	1	0	0	eng	0	0	0	282	0	-1	
Astra FTA 28.2°E	10788 V	BBC 6 Music	1	0	0	9750	10788	v	22000	3	6004	0	277	6004	0	0	10383	2046	16	2	1	0	0	eng	0	0	0	282	0	-1	
Astra FTA 28.2°E	10788 V	BBC R4 Ex	1	0	0	9750	10788	v	22000	3	6005	0	278	6005	0	0	10384	2046	16	2	1	0	0	eng	0	0	0	282	0	-1	
Astra FTA 28.2°E	10788 V	BBC R n Gael	1	0	0	9750	10788	v	22000	3	6008	0	281	6008	0	0	10387	2046	16	2	1	0	0	gla	0	0	0	282	0	-1	
Astra FTA 28.2°E	10802.75 H	ETV2	1	0	0	9750	10803	h	22000	3	6201	0	262	6201	0	0	6407	2047	16	2	1	0	0	eng	0	0	0	282	0	-1	
Astra FTA 28.2°E	10802.75 H	BBC R Cymru 2	1	0	0	9750	10803	h	22000	3	6701	0	267	6701	0	0	6454	2047	16	2	1	0	0	wel	0	0	0	282	0	-1	
Astra FTA 28.2°E	10802.75 H	BBC R5L	1	0	0	9750	10803	h	22000	3	6001	0	271	6001	0	0	6401	2047	16	2	1	0	0	eng	0	0	0	282	0	-1	
Astra FTA 28.2°E	10802.75 H	BBC R5SX	1	0	0	9750	10803	h	22000	3	6101	0	278	6101	0	0	6464	2047	16	2	1	0	0	eng	0	0	0	282	0	-1	
Astra FTA 28.2°E	10802.75 H	BBC R1	1	0	0	9750	10803	h	22000	3	6201	0	263	6201	0	0	6450	2047	16	2	1	0	0	eng	0	0	0	282	0	-1	
Astra FTA 28.2°E	10802.75 H	BBC R2	1	0	0	9750	10803	h	22000	3	6301	0	265	6301	0	0	6452	2047	16	2	1	0	0	eng	0	0	0	282	0	-1	
Astra FTA 28.2°E	10802.75 H	BBC Asian	1	0	0	9750	10803	h	22000	3	6401	0	258	6401	0	0	6460	2047	16	2	1	0	0	eng	0	0	0	282	0	-1	
Astra FTA 28.2°E	10802.75 H	BBC R1X	1	0	0	9750	10803	h	22000	3	6501	0	259	6501	0	0	6466	2047	16	2	1	0	0	eng	0	0	0	282	0	-1	
Astra FTA 28.2°E	10802.75 H	BBC RLondon	1	0	0	9750	10803	h	22000	3	6601	0	260	6601	0	0	6470	2047	16	2	1	0	0	eng	0	0	0	282	0	-1	
Astra FTA 28.2°E	11170.75 H	Newstalk	1	0	0	9750	11171	h	22000	3	2331	0	277	2305	0	0	51114	2071	16	2	1	0	0		0	0	0	282	0	-1	
Astra FTA 28.2°E	11265 V	EWTN Catholic	1	0	0	9750	11265	v	27500	1	2343	0	264	2343	0	0	52137	2108	16	2	1	0	0	eng	0	0	0	282	0	-1	
Astra FTA 28.2°E	11538 V	Desi Radio	1	0	0	9750	11538	v	22000	3	2329	0	286	2329	0	0	22653	2094	16	2	1	0	0	eng	0	0	0	282	0	-1	
Astra FTA 28.2°E	11538 V	WRN Europe	1	0	0	9750	11538	v	22000	3	2339	0	292	2339	0	0	22651	2094	16	2	1	0	0	eng	0	0	0	282	0	-1	
Astra FTA 28.2°E	11552.75 H	Heart 90s	1	0	0	9750	11553	h	22000	3	2325	0	265	2325	0	0	55139	2095	16	2	1	0	0		0	0	0	282	0	-1	
Astra FTA 28.2°E	11552.75 H	Scala Radio	1	0	0	9750	11553	h	22000	3	2323	0	279	2323	0	0	55138	2095	16	2	1	0	0		0	0	0	282	0	-1	
Astra FTA 28.2°E	11552.75 H	Virgin Radio	1	0	0	9750	11553	h	22000	3	2321	0	278	2321	0	0	55135	2095	16	2	1	0	0		0	0	0	282	0	-1	
Astra FTA 28.2°E	11552.75 H	LBC News	1	0	0	9750	11553	h	22000	3	2334	0	282	2334	0	0	55131	2095	16	2	1	0	0		0	0	0	282	0	-1	
Astra FTA 28.2°E	11552.75 H	Gold	1	0	0	9750	11553	h	22000	3	2310	0	258	2310	0	0	9561	2095	16	2	1	0	0	eng	0	0	0	282	0	-1	
Astra FTA 28.2°E	11552.75 H	Radio X	1	0	0	9750	11553	h	22000	3	2316	0	318	2316	0	0	9559	2095	16	2	1	0	0	eng	0	0	0	282	0	-1	
Astra FTA 28.2°E	11552.75 H	Capital	1	0	0	9750	11553	h	22000	3	2318	0	319	2318	0	0	9560	2095	16	2	1	0	0	eng	0	0	0	282	0	-1	
Astra FTA 28.2°E	11552.75 H	Smooth	1	0	0	9750	11553	h	22000	3	2312	0	270	2312	0	0	55132	2095	16	2	1	0	0		0	0	0	282	0	-1	
Astra FTA 28.2°E	11552.75 H	Heart Dance	1	0	0	9750	11553	h	22000	3	2311	0	271	2311	0	0	55133	2095	16	2	1	0	0		0	0	0	282	0	-1	
Astra FTA 28.2°E	11552.75 H	Capital XTRA	1	0	0	9750	11553	h	22000	3	2320	0	313	2320	0	0	9549	2095	16	2	1	0	0	eng	0	0	0	282	0	-1	
Astra FTA 28.2°E	11552.75 H	Khushkhabri	1	0	0	9750	11553	h	22000	3	2336	0	320	2336	0	0	9563	2095	16	2	1	0	0	eng	0	0	0	282	0	-1	
Astra FTA 28.2°E	11552.75 H	Classic FM	1	0	0	9750	11553	h	22000	3	2344	0	263	2344	0	0	9570	2095	16	2	1	0	0	eng	0	0	0	282	0	-1	
Astra FTA 28.2°E	11552.75 H	Planet Rock	1	0	0	9750	11553	h	22000	3	2345	0	268	2345	0	0	9575	2095	16	2	1	0	0	eng	0	0	0	282	0	-1	
Astra FTA 28.2°E	11552.75 H	TWR	1	0	0	9750	11553	h	22000	3	2322	0	280	2322	0	0	55136	2095	16	2	1	0	0		0	0	0	282	0	-1	
Astra FTA 28.2°E	11552.75 H	Jazz FM	1	0	0	9750	11553	h	22000	3	2324	0	283	2324	0	0	55137	2095	16	2	1	0	0		0	0	0	282	0	-1	
Astra FTA 28.2°E	11552.75 H	Hits Radio	1	0	0	9750	11553	h	22000	3	2313	0	276	2313	0	0	55134	2095	16	2	1	0	0		0	0	0	282	0	-1	
Astra FTA 28.2°E	11582.25 H	Absolute	1	0	0	9750	11582	h	22000	3	2334	0	271	2334	0	0	52196	2097	16	2	1	0	0	eng	0	0	0	282	0	-1	
Astra FTA 28.2°E	11582.25 H	talkSPORT	1	0	0	9750	11582	h	22000	3	2345	0	267	2345	0	0	52188	2097	16	2	1	0	0	eng	0	0	0	282	0	-1	
Astra FTA 28.2°E	11582.25 H	Heart	1	0	0	9750	11582	h	22000	3	2337	0	287	2337	0	0	52192	2097	16	2	1	0	0	eng	0	0	0	282	0	-1	
Astra FTA 28.2°E	11582.25 H	LBC	1	0	0	9750	11582	h	22000	3	2343	0	289	2343	0	0	52191	2097	16	2	1	0	0	eng	0	0	0	282	0	-1	
Astra FTA 28.2°E	11582.25 H	Heart 80s	1	0	0	9750	11582	h	22000	3	2336	0	290	2336	0	0	52193	2097	16	2	1	0	0	eng	0	0	0	282	0	-1	
Astra FTA 28.2°E	11582.25 H	Panjab Radio	1	0	0	9750	11582	h	22000	3	2308	0	270	2308	0	0	52132	2097	16	2	1	0	0	eng	0	0	0	282	0	-1	
Astra FTA 28.2°E	11582.25 H	Sukh Sagar	1	0	0	9750	11582	h	22000	3	2310	0	275	2310	0	0	52133	2097	16	2	1	0	0	eng	0	0	0	282	0	-1	
Astra FTA 28.2°E	11582.25 H	BFBS Radio	1	0	0	9750	11582	h	22000	3	2335	0	288	2335	0	0	52190	2097	16	2	1	0	0	eng	0	0	0	282	0	-1	
Astra FTA 28.2°E	11582.25 H	Kiss	1	0	0	9750	11582	h	22000	3	2309	0	278	2309	0	0	52194	2097	16	2	1	0	0	eng	0	0	0	282	0	-1	
Astra FTA 28.2°E	11582.25 H	Magic	1	0	0	9750	11582	h	22000	3	2311	0	279	2311	0	0	52195	2097	16	2	1	0	0	eng	0	0	0	282	0	-1	
Astra FTA 28.2°E	11582.25 H	Classic Rock	1	0	0	9750	11582	h	22000	3	2324	0	286	2324	0	0	52200	2097	16	2	1	0	0	eng	0	0	0	282	0	-1	
Astra FTA 28.2°E	11582.25 H	Absolute 90s	1	0	0	9750	11582	h	22000	3	2320	0	285	2320	0	0	52198	2097	16	2	1	0	0	eng	0	0	0	282	0	-1	
Astra FTA 28.2°E	11582.25 H	Absolute 80s	1	0	0	9750	11582	h	22000	3	2328	0	284	2328	0	0	52197	2097	16	2	1	0	0	eng	0	0	0	282	0	-1	
Astra FTA 28.2°E	11778 V	IEPG data 1	1	0	1	10600	11778	v	27500	1	648	0	86	8190	0	0	4189	2004	16	2	1	0	0		0	0	0	282	0	-1	
Astra FTA 28.2°E	11914.5 H	RTÉ Radio 1	1	0	1	10600	11914	h	27500	3	2309	0	266	2304	0	0	5544	2011	16	2	1	0	0		0	0	0	282	0	-1	
Astra FTA 28.2°E	11914.5 H	RTÉ 2FM	1	0	1	10600	11914	h	27500	3	2340	0	275	2304	0	0	5545	2011	16	2	1	0	0		0	0	0	282	0	-1	
Astra FTA 28.2°E	11914.5 H	RTÉ R na G	1	0	1	10600	11914	h	27500	3	2353	0	285	2304	0	0	5547	2011	16	2	1	0	0		0	0	0	282	0	-1	
Astra FTA 28.2°E	11914.5 H	RTÉ Lyric fm	1	0	1	10600	11914	h	27500	3	2341	0	276	2304	0	0	5546	2011	16	2	1	0	0		0	0	0	282	0	-1	
Astra FTA 28.2°E	11934 V	Chl Line-up	1	0	1	10600	11934	v	27500	3	652	0	270	8191	0	0	5007	2012	16	2	1	0	0	eng	0	0	0	282	0	-1	
Astra FTA 28.2°E	12070.5 H	SNR	1	0	1	10600	12070	h	27500	3	660	0	268	660	0	0	5006	2019	16	2	1	0	0	eng	0	0	0	282	0	-1	
Astra FTA 28.2°E	12226.5 H	Get Sky Products	1	0	1	10600	12226	h	27500	1	2311	0	270	2311	0	0	8459	2027	16	2	6	1	0		0	0	0	282	0	-1	
Astra FTA 28.2°E	12246 V	SNR	1	0	1	10600	12246	v	27500	1	2305	0	261	2305	0	0	5259	2028	16	2	6	1	0	eng	0	0	0	282	0	-1	
